idd,1,129,193,257,321,385,449,65,type
0,1,1,1,1,1,1,1,1,ws
1,4,4,4,4,4,4,4,4,ws
2,4,4,4,4,4,4,4,4,ws
3,4,4,4,4,4,4,4,4,ws
4,2,2,1,3,3,1,3,3,ws
5,3,3,3,3,3,3,3,3,ws
6,1,1,1,1,1,1,1,1,ws
7,3,3,3,3,3,5,3,3,ws
8,4,4,4,4,4,4,4,4,ws
9,4,4,4,4,4,3,3,4,ws
10,1,1,1,1,1,1,1,1,ws
11,1,1,1,1,1,1,1,1,ws
12,1,1,1,1,1,1,1,1,ws
13,2,2,2,2,2,2,1,2,ws
14,2,2,2,2,2,2,2,2,ws
15,2,2,1,2,2,2,2,1,ws
16,2,2,2,2,2,1,2,2,ws
17,2,2,1,1,1,1,1,2,ws
18,2,2,2,2,3,2,2,2,ws
19,5,5,5,5,5,5,5,5,ws
20,5,5,5,4,5,5,5,5,ws
21,2,2,1,2,1,2,2,2,ws
22,1,1,1,1,1,1,1,1,ws
23,1,1,1,1,1,1,1,1,ws
24,4,4,4,4,4,4,4,4,ws
25,3,3,3,3,1,3,3,3,ws
26,3,3,3,3,3,3,3,3,ws
27,3,3,2,3,3,3,3,3,ws
28,3,3,3,3,3,3,3,3,ws
29,5,5,4,5,4,3,4,4,ws
30,3,3,3,3,3,3,3,3,ws
31,3,3,3,3,3,1,3,3,ws
32,0,0,0,0,0,0,0,0,ws
33,5,5,5,5,5,3,5,0,ws
34,5,5,5,5,5,5,5,5,ws
35,0,0,0,0,0,0,0,0,ws
36,0,0,0,0,0,0,0,0,ws
37,0,0,0,0,0,0,0,0,ws
38,0,0,0,0,0,0,0,0,ws
39,1,1,1,1,1,1,1,1,ws
40,3,3,3,3,3,3,3,3,ws
41,1,1,3,1,1,2,1,3,ws
42,3,3,1,1,1,1,1,3,ws
43,5,5,5,5,5,4,5,4,ws
44,5,5,5,5,5,4,4,5,ws
45,5,5,5,5,5,5,5,5,ws
46,1,1,1,1,1,3,1,1,ws
47,1,1,1,1,1,2,1,1,ws
48,2,2,2,3,2,2,2,2,ws
49,1,1,1,1,1,1,1,1,ws
50,2,2,2,2,2,1,2,2,ws
51,5,5,5,5,4,5,5,5,ws
52,5,5,5,5,5,5,5,5,ws
53,5,5,5,5,5,5,5,5,ws
54,4,4,5,4,4,4,5,5,ws
55,1,1,3,1,2,2,1,1,ws
56,4,4,4,3,4,5,4,4,ws
57,4,4,4,4,4,4,4,4,ws
58,4,4,4,4,3,4,4,4,ws
59,3,3,3,4,4,4,4,3,ws
60,5,5,4,5,5,5,5,5,ws
61,1,1,1,1,1,1,1,1,ws
62,1,1,1,1,1,1,1,1,ws
63,1,1,1,1,1,1,1,1,ws
64,1,1,1,1,1,1,1,1,ws
65,3,3,3,3,3,3,3,3,ws
66,3,3,3,3,3,3,3,3,ws
67,1,1,0,1,1,2,1,1,ws
68,2,2,2,2,2,2,2,2,ws
69,1,1,2,1,2,1,2,1,ws
70,1,1,1,1,1,1,1,1,ws
71,2,2,2,1,2,2,2,2,ws
72,1,1,1,1,1,1,1,1,ws
73,1,1,1,1,1,1,1,1,ws
74,2,2,1,1,0,3,2,1,ws
75,1,1,2,2,2,2,2,1,ws
76,2,2,2,2,2,2,2,2,ws
77,1,1,1,3,1,1,2,3,ws
78,1,1,2,2,2,1,2,1,ws
79,5,5,5,5,5,5,5,5,ws
80,5,5,5,5,5,3,5,5,ws
81,2,2,1,2,2,1,1,2,ws
82,3,3,2,2,2,3,3,2,ws
83,4,4,5,5,5,5,5,5,ws
84,2,2,1,1,1,2,1,1,ws
85,3,3,3,2,3,1,3,2,ws
86,4,4,4,5,5,5,5,4,ws
87,2,2,2,2,2,2,2,2,ws
88,1,1,2,2,1,2,1,2,ws
0,1,1,1,1,1,1,1,1,final
1,4,4,4,4,4,4,4,4,final
2,4,4,4,4,4,4,4,4,final
3,4,4,4,4,4,4,4,4,final
4,3,3,3,3,3,3,3,3,final
5,3,3,3,3,3,3,3,3,final
6,1,1,1,1,1,1,1,1,final
7,4,4,4,4,0,4,0,4,final
8,4,4,4,3,4,4,3,3,final
9,4,4,4,4,3,3,4,4,final
10,1,1,1,1,1,1,1,1,final
11,1,1,1,1,1,1,1,1,final
12,1,1,1,1,1,1,1,1,final
13,2,2,2,3,2,2,3,3,final
14,2,2,2,2,2,2,2,2,final
15,2,2,3,2,2,2,2,3,final
16,2,2,2,2,2,2,2,2,final
17,1,1,1,1,1,1,1,1,final
18,3,3,2,2,3,2,3,2,final
19,5,5,5,5,5,5,5,5,final
20,5,5,5,5,5,5,5,5,final
21,2,2,2,2,2,2,2,2,final
22,1,1,1,1,1,1,1,1,final
23,3,3,3,3,3,3,3,3,final
24,4,4,4,4,4,4,4,4,final
25,3,3,3,3,3,3,3,3,final
26,3,3,3,3,3,3,3,3,final
27,1,1,1,1,1,1,1,1,final
28,1,1,1,1,1,1,1,1,final
29,5,5,5,4,4,5,4,5,final
30,1,1,1,1,1,1,1,1,final
31,3,3,3,3,4,3,3,3,final
32,0,0,0,0,0,0,0,0,final
33,3,0,0,3,0,0,0,0,final
34,5,5,4,5,5,5,5,5,final
35,0,0,0,0,0,0,0,0,final
36,0,0,0,0,0,0,0,0,final
37,0,0,0,0,0,0,0,0,final
38,0,0,0,0,0,0,0,0,final
39,1,1,1,1,1,1,1,1,final
40,3,3,3,3,3,3,3,3,final
41,1,1,1,1,1,1,1,1,final
42,4,3,3,3,3,4,3,3,final
43,5,5,5,5,5,5,5,5,final
44,5,5,5,5,5,5,5,5,final
45,5,5,5,5,5,5,5,5,final
46,1,1,1,1,1,1,1,1,final
47,1,1,1,1,1,1,1,1,final
48,2,2,3,2,2,2,2,2,final
49,1,1,1,1,1,1,1,1,final
50,2,2,2,2,2,2,2,2,final
51,5,5,5,5,5,5,4,5,final
52,5,5,5,5,5,5,5,3,final
53,5,5,5,5,5,5,5,5,final
54,5,5,4,5,5,4,5,5,final
55,2,2,2,2,2,2,2,2,final
56,4,4,4,3,4,3,3,4,final
57,4,4,4,4,4,4,4,4,final
58,3,3,3,4,3,3,4,3,final
59,3,3,3,4,3,4,3,4,final
60,5,5,5,5,5,5,5,5,final
61,4,4,4,4,4,4,4,4,final
62,1,1,1,1,1,1,1,1,final
63,1,1,1,1,1,1,1,1,final
64,1,1,1,1,1,1,1,1,final
65,3,3,3,3,3,3,3,3,final
66,3,3,3,3,3,3,3,3,final
67,1,1,1,1,1,1,1,1,final
68,2,2,2,2,2,2,2,2,final
69,1,1,1,1,1,1,1,1,final
70,1,1,1,1,1,1,1,1,final
71,2,2,2,3,2,3,2,2,final
72,1,1,1,1,1,1,1,1,final
73,1,1,1,1,1,1,1,1,final
74,0,0,0,0,4,4,4,0,final
75,3,2,2,2,2,3,2,2,final
76,2,2,2,2,2,2,2,2,final
77,2,2,3,3,3,3,2,3,final
78,2,2,2,2,2,2,2,2,final
79,5,4,5,5,4,5,5,5,final
80,4,5,5,4,5,5,5,4,final
81,2,3,2,2,2,2,2,2,final
82,2,2,2,2,4,2,3,2,final
83,5,4,4,5,5,5,5,5,final
84,1,1,1,1,1,1,1,1,final
85,3,3,3,2,3,2,2,4,final
86,4,5,5,5,5,4,5,5,final
87,3,3,2,4,2,0,4,2,final
88,1,1,1,1,1,1,1,1,final
